payroll_id,emp_id,pay_month,bonus,deductions,net_salary
1407,118,2025-03-01,1354,621,56339
1408,118,2025-04-01,1472,622,56456
1409,118,2025-05-01,1590,623,56573
1410,118,2025-06-01,1708,624,56690
1411,118,2025-07-01,1826,625,56807
1412,118,2025-08-01,1944,626,56924
1413,118,2025-09-01,2062,627,57041
1414,118,2025-10-01,2180,628,57158
1415,118,2025-11-01,2298,629,57275
1416,118,2025-12-01,2416,630,57392
1417,119,2025-01-01,1119,620,56322
1418,119,2025-02-01,1238,621,56440
1419,119,2025-03-01,1357,622,56558
1420,119,2025-04-01,1476,623,56676
1421,119,2025-05-01,1595,624,56794
1422,119,2025-06-01,1714,625,56912
1423,119,2025-07-01,1833,626,57030
1424,119,2025-08-01,1952,627,57148
1425,119,2025-09-01,2071,628,57266
1426,119,2025-10-01,2190,629,57384
1427,119,2025-11-01,2309,630,57502
1428,119,2025-12-01,2428,631,57620
1429,120,2025-01-01,1120,621,56539
1430,120,2025-02-01,1240,622,56658
1431,120,2025-03-01,1360,623,56777
1432,120,2025-04-01,1480,624,56896
1433,120,2025-05-01,1600,625,57015
1434,120,2025-06-01,1720,626,57134
1435,120,2025-07-01,1840,627,57253
1436,120,2025-08-01,1960,628,57372
1437,120,2025-09-01,2080,629,57491
1438,120,2025-10-01,2200,630,57610
1439,120,2025-11-01,2320,631,57729
1440,120,2025-12-01,2440,632,57848
1441,121,2025-01-01,1121,622,56756
1442,121,2025-02-01,1242,623,56876
1443,121,2025-03-01,1363,624,56996
1444,121,2025-04-01,1484,625,57116
1445,121,2025-05-01,1605,626,57236
1446,121,2025-06-01,1726,627,57356
1447,121,2025-07-01,1847,628,57476
1448,121,2025-08-01,1968,629,57596
1449,121,2025-09-01,2089,630,57716
1450,121,2025-10-01,2210,631,57836
1451,121,2025-11-01,2331,632,57956
1452,121,2025-12-01,2452,633,58076
1453,122,2025-01-01,1122,623,56973
1454,122,2025-02-01,1244,624,57094
1455,122,2025-03-01,1366,625,57215
1456,122,2025-04-01,1488,626,57336
1457,122,2025-05-01,1610,627,57457
1458,122,2025-06-01,1732,628,57578
1459,122,2025-07-01,1854,629,57699
1460,122,2025-08-01,1976,630,57820
1461,122,2025-09-01,2098,631,57941
1462,122,2025-10-01,2220,632,58062
1463,122,2025-11-01,2342,633,58183
1464,122,2025-12-01,2464,634,58304
1465,123,2025-01-01,1123,624,57190
1466,123,2025-02-01,1246,625,57312
1467,123,2025-03-01,1369,626,57434
1468,123,2025-04-01,1492,627,57556
1469,123,2025-05-01,1615,628,57678
1470,123,2025-06-01,1738,629,57800
1471,123,2025-07-01,1861,630,57922
1472,123,2025-08-01,1984,631,58044
1473,123,2025-09-01,2107,632,58166
1474,123,2025-10-01,2230,633,58288
1475,123,2025-11-01,2353,634,58410
1476,123,2025-12-01,2476,635,58532
1477,124,2025-01-01,1124,625,57407
1478,124,2025-02-01,1248,626,57530
1479,124,2025-03-01,1372,627,57653
1480,124,2025-04-01,1496,628,57776
1481,124,2025-05-01,1620,629,57899
1482,124,2025-06-01,1744,630,58022
1483,124,2025-07-01,1868,631,58145
1484,124,2025-08-01,1992,632,58268
1485,124,2025-09-01,2116,633,58391
1486,124,2025-10-01,2240,634,58514
1487,124,2025-11-01,2364,635,58637
1488,124,2025-12-01,2488,636,58760
1489,125,2025-01-01,1125,626,57624
1490,125,2025-02-01,1250,627,57748
1491,125,2025-03-01,1375,628,57872
1492,125,2025-04-01,1500,629,57996
1493,125,2025-05-01,1625,630,58120
1494,125,2025-06-01,1750,631,58244
1495,125,2025-07-01,1875,632,58368
1496,125,2025-08-01,2000,633,58492
1497,125,2025-09-01,2125,634,58616
1498,125,2025-10-01,2250,635,58740
1499,125,2025-11-01,2375,636,58864
1500,125,2025-12-01,2500,637,58988
1501,126,2025-01-01,1126,627,57841
1502,126,2025-02-01,1252,628,57966
1503,126,2025-03-01,1378,629,58091
1504,126,2025-04-01,1504,630,58216
1505,126,2025-05-01,1630,631,58341
1506,126,2025-06-01,1756,632,58466
1507,126,2025-07-01,1882,633,58591
1508,126,2025-08-01,2008,634,58716
1509,126,2025-09-01,2134,635,58841
1510,126,2025-10-01,2260,636,58966
1511,126,2025-11-01,2386,637,59091
1512,126,2025-12-01,2512,638,59216
1513,127,2025-01-01,1127,628,58058
1514,127,2025-02-01,1254,629,58184
1515,127,2025-03-01,1381,630,58310
1516,127,2025-04-01,1508,631,58436
1517,127,2025-05-01,1635,632,58562
1518,127,2025-06-01,1762,633,58688
1519,127,2025-07-01,1889,634,58814
1520,127,2025-08-01,2016,635,58940
1521,127,2025-09-01,2143,636,59066
1522,127,2025-10-01,2270,637,59192
1523,127,2025-11-01,2397,638,59318
1524,127,2025-12-01,2524,639,59444
1525,128,2025-01-01,1128,629,58275
1526,128,2025-02-01,1256,630,58402
1527,128,2025-03-01,1384,631,58529
1528,128,2025-04-01,1512,632,58656
1529,128,2025-05-01,1640,633,58783
1530,128,2025-06-01,1768,634,58910
1531,128,2025-07-01,1896,635,59037
1532,128,2025-08-01,2024,636,59164
1533,128,2025-09-01,2152,637,59291
1534,128,2025-10-01,2280,638,59418
1535,128,2025-11-01,2408,639,59545
1536,128,2025-12-01,2536,640,59672
1537,129,2025-01-01,1129,630,58492
1538,129,2025-02-01,1258,631,58620
1539,129,2025-03-01,1387,632,58748
1540,129,2025-04-01,1516,633,58876
1541,129,2025-05-01,1645,634,59004
1542,129,2025-06-01,1774,635,59132
1543,129,2025-07-01,1903,636,59260
1544,129,2025-08-01,2032,637,59388
1545,129,2025-09-01,2161,638,59516
1546,129,2025-10-01,2290,639,59644
1547,129,2025-11-01,2419,640,59772
1548,129,2025-12-01,2548,641,59900
1549,130,2025-01-01,1130,631,58709
1550,130,2025-02-01,1260,632,58838
1551,130,2025-03-01,1390,633,58967
1552,130,2025-04-01,1520,634,59096
1553,130,2025-05-01,1650,635,59225
1554,130,2025-06-01,1780,636,59354
1555,130,2025-07-01,1910,637,59483
1556,130,2025-08-01,2040,638,59612
1557,130,2025-09-01,2170,639,59741
1558,130,2025-10-01,2300,640,59870
1559,130,2025-11-01,2430,641,59999
1560,130,2025-12-01,2560,642,60128
1561,131,2025-01-01,1131,632,58926
1562,131,2025-02-01,1262,633,59056
1563,131,2025-03-01,1393,634,59186
1564,131,2025-04-01,1524,635,59316
1565,131,2025-05-01,1655,636,59446
1566,131,2025-06-01,1786,637,59576
1567,131,2025-07-01,1917,638,59706
1568,131,2025-08-01,2048,639,59836
1569,131,2025-09-01,2179,640,59966
1570,131,2025-10-01,2310,641,60096
1571,131,2025-11-01,2441,642,60226
1572,131,2025-12-01,2572,643,60356
1573,132,2025-01-01,1132,633,59143
1574,132,2025-02-01,1264,634,59274
1575,132,2025-03-01,1396,635,59405
1576,132,2025-04-01,1528,636,59536
1577,132,2025-05-01,1660,637,59667
1578,132,2025-06-01,1792,638,59798
1579,132,2025-07-01,1924,639,59929
1580,132,2025-08-01,2056,640,60060
1581,132,2025-09-01,2188,641,60191
1582,132,2025-10-01,2320,642,60322
1583,132,2025-11-01,2452,643,60453
1584,132,2025-12-01,2584,644,60584
1585,133,2025-01-01,1133,634,59360
1586,133,2025-02-01,1266,635,59492
1587,133,2025-03-01,1399,636,59624
1588,133,2025-04-01,1532,637,59756
1589,133,2025-05-01,1665,638,59888
1590,133,2025-06-01,1798,639,60020
1591,133,2025-07-01,1931,640,60152
1592,133,2025-08-01,2064,641,60284
1593,133,2025-09-01,2197,642,60416
1594,133,2025-10-01,2330,643,60548
1595,133,2025-11-01,2463,644,60680
1596,133,2025-12-01,2596,645,60812
1597,134,2025-01-01,1134,635,59577
1598,134,2025-02-01,1268,636,59710
1599,134,2025-03-01,1402,637,59843
1600,134,2025-04-01,1536,638,59976
1601,134,2025-05-01,1670,639,60109
1602,134,2025-06-01,1804,640,60242
1603,134,2025-07-01,1938,641,60375
1604,134,2025-08-01,2072,642,60508
1605,134,2025-09-01,2206,643,60641
1606,134,2025-10-01,2340,644,60774
1607,134,2025-11-01,2474,645,60907
1608,134,2025-12-01,2608,646,61040
1609,135,2025-01-01,1135,636,59794
1610,135,2025-02-01,1270,637,59928
1611,135,2025-03-01,1405,638,60062
1612,135,2025-04-01,1540,639,60196
1613,135,2025-05-01,1675,640,60330
1614,135,2025-06-01,1810,641,60464
1615,135,2025-07-01,1945,642,60598
1616,135,2025-08-01,2080,643,60732
1617,135,2025-09-01,2215,644,60866
1618,135,2025-10-01,2350,645,61000
1619,135,2025-11-01,2485,646,61134
1620,135,2025-12-01,2620,647,61268
1621,136,2025-01-01,1136,637,60011
1622,136,2025-02-01,1272,638,60146
1623,136,2025-03-01,1408,639,60281
1624,136,2025-04-01,1544,640,60416
1625,136,2025-05-01,1680,641,60551
1626,136,2025-06-01,1816,642,60686
1627,136,2025-07-01,1952,643,60821
1628,136,2025-08-01,2088,644,60956
1629,136,2025-09-01,2224,645,61091
1630,136,2025-10-01,2360,646,61226
1631,136,2025-11-01,2496,647,61361
1632,136,2025-12-01,2632,648,61496
1633,137,2025-01-01,1137,638,60228
1634,137,2025-02-01,1274,639,60364
1635,137,2025-03-01,1411,640,60500
1636,137,2025-04-01,1548,641,60636
1637,137,2025-05-01,1685,642,60772
1638,137,2025-06-01,1822,643,60908
1639,137,2025-07-01,1959,644,61044
1640,137,2025-08-01,2096,645,61180
1641,137,2025-09-01,2233,646,61316
1642,137,2025-10-01,2370,647,61452
1643,137,2025-11-01,2507,648,61588
1644,137,2025-12-01,2644,649,61724
1645,138,2025-01-01,1138,639,60445
1646,138,2025-02-01,1276,640,60582
1647,138,2025-03-01,1414,641,60719
1648,138,2025-04-01,1552,642,60856
1649,138,2025-05-01,1690,643,60993
1650,138,2025-06-01,1828,644,61130
1651,138,2025-07-01,1966,645,61267
1652,138,2025-08-01,2104,646,61404
1653,138,2025-09-01,2242,647,61541
1654,138,2025-10-01,2380,648,61678
1655,138,2025-11-01,2518,649,61815
1656,138,2025-12-01,2656,650,61952
1657,139,2025-01-01,1139,640,60662
1658,139,2025-02-01,1278,641,60800
1659,139,2025-03-01,1417,642,60938
1660,139,2025-04-01,1556,643,61076
1661,139,2025-05-01,1695,644,61214
1662,139,2025-06-01,1834,645,61352
1663,139,2025-07-01,1973,646,61490
1664,139,2025-08-01,2112,647,61628
1665,139,2025-09-01,2251,648,61766
1666,139,2025-10-01,2390,649,61904
1667,139,2025-11-01,2529,650,62042
1668,139,2025-12-01,2668,651,62180
1669,140,2025-01-01,1140,641,60879
1670,140,2025-02-01,1280,642,61018
1671,140,2025-03-01,1420,643,61157
1672,140,2025-04-01,1560,644,61296
1673,140,2025-05-01,1700,645,61435
1674,140,2025-06-01,1840,646,61574
1675,140,2025-07-01,1980,647,61713
1676,140,2025-08-01,2120,648,61852
1677,140,2025-09-01,2260,649,61991
1678,140,2025-10-01,2400,650,62130
1679,140,2025-11-01,2540,651,62269
1680,140,2025-12-01,2680,652,62408
1681,141,2025-01-01,1141,642,61096
1682,141,2025-02-01,1282,643,61236
1683,141,2025-03-01,1423,644,61376
1684,141,2025-04-01,1564,645,61516
1685,141,2025-05-01,1705,646,61656
1686,141,2025-06-01,1846,647,61796
1687,141,2025-07-01,1987,648,61936
1688,141,2025-08-01,2128,649,62076
1689,141,2025-09-01,2269,650,62216
1690,141,2025-10-01,2410,651,62356
1691,141,2025-11-01,2551,652,62496
1692,141,2025-12-01,2692,653,62636
1693,142,2025-01-01,1142,643,61313
1694,142,2025-02-01,1284,644,61454
1695,142,2025-03-01,1426,645,61595
1696,142,2025-04-01,1568,646,61736
1697,142,2025-05-01,1710,647,61877
1698,142,2025-06-01,1852,648,62018
1699,142,2025-07-01,1994,649,62159
1700,142,2025-08-01,2136,650,62300
1701,142,2025-09-01,2278,651,62441
1702,142,2025-10-01,2420,652,62582
1703,142,2025-11-01,2562,653,62723
1704,142,2025-12-01,2704,654,62864
1705,143,2025-01-01,1143,644,61530
1706,143,2025-02-01,1286,645,61672
1707,143,2025-03-01,1429,646,61814
1708,143,2025-04-01,1572,647,61956
1709,143,2025-05-01,1715,648,62098
1710,143,2025-06-01,1858,649,62240
1711,143,2025-07-01,2001,650,62382
1712,143,2025-08-01,2144,651,62524
1713,143,2025-09-01,2287,652,62666
1714,143,2025-10-01,2430,653,62808
1715,143,2025-11-01,2573,654,62950
1716,143,2025-12-01,2716,655,63092
1717,144,2025-01-01,1144,645,61747
1718,144,2025-02-01,1288,646,61890
1719,144,2025-03-01,1432,647,62033
1720,144,2025-04-01,1576,648,62176
1721,144,2025-05-01,1720,649,62319
1722,144,2025-06-01,1864,650,62462
1723,144,2025-07-01,2008,651,62605
1724,144,2025-08-01,2152,652,62748
1725,144,2025-09-01,2296,653,62891
1726,144,2025-10-01,2440,654,63034
1727,144,2025-11-01,2584,655,63177
1728,144,2025-12-01,2728,656,63320
1729,145,2025-01-01,1145,646,61964
1730,145,2025-02-01,1290,647,62108
1731,145,2025-03-01,1435,648,62252
1732,145,2025-04-01,1580,649,62396
1733,145,2025-05-01,1725,650,62540
1734,145,2025-06-01,1870,651,62684
1735,145,2025-07-01,2015,652,62828
1736,145,2025-08-01,2160,653,62972
1737,145,2025-09-01,2305,654,63116
1738,145,2025-10-01,2450,655,63260
1739,145,2025-11-01,2595,656,63404
1740,145,2025-12-01,2740,657,63548
1741,146,2025-01-01,1146,647,62181
1742,146,2025-02-01,1292,648,62326
1743,146,2025-03-01,1438,649,62471
1744,146,2025-04-01,1584,650,62616
1745,146,2025-05-01,1730,651,62761
1746,146,2025-06-01,1876,652,62906
1747,146,2025-07-01,2022,653,63051
1748,146,2025-08-01,2168,654,63196
1749,146,2025-09-01,2314,655,63341
1750,146,2025-10-01,2460,656,63486
1751,146,2025-11-01,2606,657,63631
1752,146,2025-12-01,2752,658,63776
1753,147,2025-01-01,1147,648,62398
1754,147,2025-02-01,1294,649,62544
1755,147,2025-03-01,1441,650,62690
1756,147,2025-04-01,1588,651,62836
1757,147,2025-05-01,1735,652,62982
1758,147,2025-06-01,1882,653,63128
1759,147,2025-07-01,2029,654,63274
1760,147,2025-08-01,2176,655,63420
1761,147,2025-09-01,2323,656,63566
1762,147,2025-10-01,2470,657,63712
1763,147,2025-11-01,2617,658,63858
1764,147,2025-12-01,2764,659,64004
1765,148,2025-01-01,1148,649,62615
1766,148,2025-02-01,1296,650,62762
1767,148,2025-03-01,1444,651,62909
1768,148,2025-04-01,1592,652,63056
1769,148,2025-05-01,1740,653,63203
1770,148,2025-06-01,1888,654,63350
1771,148,2025-07-01,2036,655,63497
1772,148,2025-08-01,2184,656,63644
1773,148,2025-09-01,2332,657,63791
1774,148,2025-10-01,2480,658,63938
1775,148,2025-11-01,2628,659,64085
1776,148,2025-12-01,2776,660,64232
1777,149,2025-01-01,1149,650,62832
1778,149,2025-02-01,1298,651,62980
1779,149,2025-03-01,1447,652,63128
1780,149,2025-04-01,1596,653,63276
1781,149,2025-05-01,1745,654,63424
1782,149,2025-06-01,1894,655,63572
1783,149,2025-07-01,2043,656,63720
1784,149,2025-08-01,2192,657,63868
1785,149,2025-09-01,2341,658,64016
1786,149,2025-10-01,2490,659,64164
1787,149,2025-11-01,2639,660,64312
1788,149,2025-12-01,2788,661,64460
1789,150,2025-01-01,1150,651,63049
1790,150,2025-02-01,1300,652,63198
1791,150,2025-03-01,1450,653,63347
1792,150,2025-04-01,1600,654,63496
1793,150,2025-05-01,1750,655,63645
1794,150,2025-06-01,1900,656,63794
1795,150,2025-07-01,2050,657,63943
1796,150,2025-08-01,2200,658,64092
1797,150,2025-09-01,2350,659,64241
1798,150,2025-10-01,2500,660,64390
1799,150,2025-11-01,2650,661,64539
1800,150,2025-12-01,2800,662,64688
1801,151,2025-01-01,1151,652,63266
1802,151,2025-02-01,1302,653,63416
1803,151,2025-03-01,1453,654,63566
1804,151,2025-04-01,1604,655,63716
1805,151,2025-05-01,1755,656,63866
1806,151,2025-06-01,1906,657,64016
1807,151,2025-07-01,2057,658,64166
1808,151,2025-08-01,2208,659,64316
1809,151,2025-09-01,2359,660,64466
1810,151,2025-10-01,2510,661,64616
1811,151,2025-11-01,2661,662,64766
1812,151,2025-12-01,2812,663,64916
1813,152,2025-01-01,1152,653,63483
1814,152,2025-02-01,1304,654,63634
1815,152,2025-03-01,1456,655,63785
1816,152,2025-04-01,1608,656,63936
1817,152,2025-05-01,1760,657,64087
1818,152,2025-06-01,1912,658,64238
1819,152,2025-07-01,2064,659,64389
1820,152,2025-08-01,2216,660,64540
1821,152,2025-09-01,2368,661,64691
1822,152,2025-10-01,2520,662,64842
1823,152,2025-11-01,2672,663,64993
1824,152,2025-12-01,2824,664,65144
1825,153,2025-01-01,1153,654,63700
1826,153,2025-02-01,1306,655,63852
1827,153,2025-03-01,1459,656,64004
1828,153,2025-04-01,1612,657,64156
1829,153,2025-05-01,1765,658,64308
1830,153,2025-06-01,1918,659,64460
1831,153,2025-07-01,2071,660,64612
1832,153,2025-08-01,2224,661,64764
1833,153,2025-09-01,2377,662,64916
1834,153,2025-10-01,2530,663,65068
1835,153,2025-11-01,2683,664,65220
1836,153,2025-12-01,2836,665,65372
1837,154,2025-01-01,1154,655,63917
1838,154,2025-02-01,1308,656,64070
1839,154,2025-03-01,1462,657,64223
1840,154,2025-04-01,1616,658,64376
1841,154,2025-05-01,1770,659,64529
1842,154,2025-06-01,1924,660,64682
1843,154,2025-07-01,2078,661,64835
1844,154,2025-08-01,2232,662,64988
1845,154,2025-09-01,2386,663,65141
1846,154,2025-10-01,2540,664,65294
1847,154,2025-11-01,2694,665,65447
1848,154,2025-12-01,2848,666,65600
1849,155,2025-01-01,1155,656,64134
1850,155,2025-02-01,1310,657,64288
1851,155,2025-03-01,1465,658,64442
1852,155,2025-04-01,1620,659,64596
1853,155,2025-05-01,1775,660,64750
1854,155,2025-06-01,1930,661,64904
1855,155,2025-07-01,2085,662,65058
1856,155,2025-08-01,2240,663,65212
1857,155,2025-09-01,2395,664,65366
1858,155,2025-10-01,2550,665,65520
1859,155,2025-11-01,2705,666,65674
1860,155,2025-12-01,2860,667,65828
1861,156,2025-01-01,1156,657,64351
1862,156,2025-02-01,1312,658,64506
1863,156,2025-03-01,1468,659,64661
1864,156,2025-04-01,1624,660,64816
1865,156,2025-05-01,1780,661,64971
1866,156,2025-06-01,1936,662,65126
1867,156,2025-07-01,2092,663,65281
1868,156,2025-08-01,2248,664,65436
1869,156,2025-09-01,2404,665,65591
1870,156,2025-10-01,2560,666,65746
1871,156,2025-11-01,2716,667,65901
1872,156,2025-12-01,2872,668,66056
1873,157,2025-01-01,1157,658,64568
1874,157,2025-02-01,1314,659,64724
1875,157,2025-03-01,1471,660,64880
1876,157,2025-04-01,1628,661,65036
1877,157,2025-05-01,1785,662,65192
1878,157,2025-06-01,1942,663,65348
1879,157,2025-07-01,2099,664,65504
1880,157,2025-08-01,2256,665,65660
1881,157,2025-09-01,2413,666,65816
1882,157,2025-10-01,2570,667,65972
1883,157,2025-11-01,2727,668,66128
1884,157,2025-12-01,2884,669,66284
1885,158,2025-01-01,1158,659,64785
1886,158,2025-02-01,1316,660,64942
1887,158,2025-03-01,1474,661,65099
1888,158,2025-04-01,1632,662,65256
1889,158,2025-05-01,1790,663,65413
1890,158,2025-06-01,1948,664,65570
1891,158,2025-07-01,2106,665,65727
1892,158,2025-08-01,2264,666,65884
1893,158,2025-09-01,2422,667,66041
1894,158,2025-10-01,2580,668,66198
1895,158,2025-11-01,2738,669,66355
1896,158,2025-12-01,2896,670,66512
1897,159,2025-01-01,1159,660,65002
1898,159,2025-02-01,1318,661,65160
1899,159,2025-03-01,1477,662,65318
1900,159,2025-04-01,1636,663,65476
1901,159,2025-05-01,1795,664,65634
1902,159,2025-06-01,1954,665,65792
1903,159,2025-07-01,2113,666,65950
1904,159,2025-08-01,2272,667,66108
1905,159,2025-09-01,2431,668,66266
1906,159,2025-10-01,2590,669,66424
1907,159,2025-11-01,2749,670,66582
1908,159,2025-12-01,2908,671,66740
1909,160,2025-01-01,1160,661,65219
1910,160,2025-02-01,1320,662,65378
1911,160,2025-03-01,1480,663,65537
1912,160,2025-04-01,1640,664,65696
1913,160,2025-05-01,1800,665,65855
1914,160,2025-06-01,1960,666,66014
1915,160,2025-07-01,2120,667,66173
1916,160,2025-08-01,2280,668,66332
1917,160,2025-09-01,2440,669,66491
1918,160,2025-10-01,2600,670,66650
1919,160,2025-11-01,2760,671,66809
1920,160,2025-12-01,2920,672,66968
1921,161,2025-01-01,1161,662,65436
1922,161,2025-02-01,1322,663,65596
1923,161,2025-03-01,1483,664,65756
1924,161,2025-04-01,1644,665,65916
1925,161,2025-05-01,1805,666,66076
1926,161,2025-06-01,1966,667,66236
1927,161,2025-07-01,2127,668,66396
1928,161,2025-08-01,2288,669,66556
1929,161,2025-09-01,2449,670,66716
1930,161,2025-10-01,2610,671,66876
1931,161,2025-11-01,2771,672,67036
1932,161,2025-12-01,2932,673,67196
1933,162,2025-01-01,1162,663,65653
1934,162,2025-02-01,1324,664,65814
1935,162,2025-03-01,1486,665,65975
1936,162,2025-04-01,1648,666,66136
1937,162,2025-05-01,1810,667,66297
1938,162,2025-06-01,1972,668,66458
1939,162,2025-07-01,2134,669,66619
1940,162,2025-08-01,2296,670,66780
1941,162,2025-09-01,2458,671,66941
1942,162,2025-10-01,2620,672,67102
1943,162,2025-11-01,2782,673,67263
1944,162,2025-12-01,2944,674,67424
1945,163,2025-01-01,1163,664,65870
1946,163,2025-02-01,1326,665,66032
1947,163,2025-03-01,1489,666,66194
1948,163,2025-04-01,1652,667,66356
1949,163,2025-05-01,1815,668,66518
1950,163,2025-06-01,1978,669,66680
1951,163,2025-07-01,2141,670,66842
1952,163,2025-08-01,2304,671,67004
1953,163,2025-09-01,2467,672,67166
1954,163,2025-10-01,2630,673,67328
1955,163,2025-11-01,2793,674,67490
1956,163,2025-12-01,2956,675,67652
1957,164,2025-01-01,1164,665,66087
1958,164,2025-02-01,1328,666,66250
1959,164,2025-03-01,1492,667,66413
1960,164,2025-04-01,1656,668,66576
1961,164,2025-05-01,1820,669,66739
1962,164,2025-06-01,1984,670,66902
1963,164,2025-07-01,2148,671,67065
1964,164,2025-08-01,2312,672,67228
1965,164,2025-09-01,2476,673,67391
1966,164,2025-10-01,2640,674,67554
1967,164,2025-11-01,2804,675,67717
1968,164,2025-12-01,2968,676,67880
1969,165,2025-01-01,1165,666,66304
1970,165,2025-02-01,1330,667,66468
1971,165,2025-03-01,1495,668,66632
1972,165,2025-04-01,1660,669,66796
1973,165,2025-05-01,1825,670,66960
1974,165,2025-06-01,1990,671,67124
1975,165,2025-07-01,2155,672,67288
1976,165,2025-08-01,2320,673,67452
1977,165,2025-09-01,2485,674,67616
1978,165,2025-10-01,2650,675,67780
1979,165,2025-11-01,2815,676,67944
1980,165,2025-12-01,2980,677,68108
1981,166,2025-01-01,1166,667,66521
1982,166,2025-02-01,1332,668,66686
1983,166,2025-03-01,1498,669,66851
1984,166,2025-04-01,1664,670,67016
1985,166,2025-05-01,1830,671,67181
1986,166,2025-06-01,1996,672,67346
1987,166,2025-07-01,2162,673,67511
1988,166,2025-08-01,2328,674,67676
1989,166,2025-09-01,2494,675,67841
1990,166,2025-10-01,2660,676,68006
1991,166,2025-11-01,2826,677,68171
1992,166,2025-12-01,2992,678,68336
1993,167,2025-01-01,1167,668,66738
1994,167,2025-02-01,1334,669,66904
1995,167,2025-03-01,1501,670,67070
1996,167,2025-04-01,1668,671,67236
1997,167,2025-05-01,1835,672,67402
1998,167,2025-06-01,2002,673,67568
1999,167,2025-07-01,2169,674,67734
2000,167,2025-08-01,2336,675,67900
2001,167,2025-09-01,2503,676,68066
2002,167,2025-10-01,2670,677,68232
2003,167,2025-11-01,2837,678,68398
2004,167,2025-12-01,3004,679,68564
2005,168,2025-01-01,1168,669,66955
2006,168,2025-02-01,1336,670,67122
2007,168,2025-03-01,1504,671,67289
2008,168,2025-04-01,1672,672,67456
2009,168,2025-05-01,1840,673,67623
2010,168,2025-06-01,2008,674,67790
2011,168,2025-07-01,2176,675,67957
2012,168,2025-08-01,2344,676,68124
2013,168,2025-09-01,2512,677,68291
2014,168,2025-10-01,2680,678,68458
2015,168,2025-11-01,2848,679,68625
2016,168,2025-12-01,3016,680,68792
2017,169,2025-01-01,1169,670,67172
2018,169,2025-02-01,1338,671,67340
2019,169,2025-03-01,1507,672,67508
2020,169,2025-04-01,1676,673,67676
2021,169,2025-05-01,1845,674,67844
2022,169,2025-06-01,2014,675,68012
2023,169,2025-07-01,2183,676,68180
2024,169,2025-08-01,2352,677,68348
2025,169,2025-09-01,2521,678,68516
2026,169,2025-10-01,2690,679,68684
2027,169,2025-11-01,2859,680,68852
2028,169,2025-12-01,3028,681,69020
2029,170,2025-01-01,1170,671,67389
2030,170,2025-02-01,1340,672,67558
2031,170,2025-03-01,1510,673,67727
2032,170,2025-04-01,1680,674,67896
2033,170,2025-05-01,1850,675,68065
2034,170,2025-06-01,2020,676,68234
2035,170,2025-07-01,2190,677,68403
2036,170,2025-08-01,2360,678,68572
2037,170,2025-09-01,2530,679,68741
2038,170,2025-10-01,2700,680,68910
2039,170,2025-11-01,2870,681,69079
2040,170,2025-12-01,3040,682,69248
2041,171,2025-01-01,1171,672,67606
2042,171,2025-02-01,1342,673,67776
2043,171,2025-03-01,1513,674,67946
2044,171,2025-04-01,1684,675,68116
2045,171,2025-05-01,1855,676,68286
2046,171,2025-06-01,2026,677,68456
2047,171,2025-07-01,2197,678,68626
2048,171,2025-08-01,2368,679,68796
2049,171,2025-09-01,2539,680,68966
2050,171,2025-10-01,2710,681,69136
2051,171,2025-11-01,2881,682,69306
2052,171,2025-12-01,3052,683,69476
2053,172,2025-01-01,1172,673,67823
2054,172,2025-02-01,1344,674,67994
2055,172,2025-03-01,1516,675,68165
2056,172,2025-04-01,1688,676,68336
2057,172,2025-05-01,1860,677,68507
2058,172,2025-06-01,2032,678,68678
2059,172,2025-07-01,2204,679,68849
2060,172,2025-08-01,2376,680,69020
2061,172,2025-09-01,2548,681,69191
2062,172,2025-10-01,2720,682,69362
2063,172,2025-11-01,2892,683,69533
2064,172,2025-12-01,3064,684,69704
2065,173,2025-01-01,1173,674,68040
2066,173,2025-02-01,1346,675,68212
2067,173,2025-03-01,1519,676,68384
2068,173,2025-04-01,1692,677,68556
2069,173,2025-05-01,1865,678,68728
2070,173,2025-06-01,2038,679,68900
2071,173,2025-07-01,2211,680,69072
2072,173,2025-08-01,2384,681,69244
2073,173,2025-09-01,2557,682,69416
2074,173,2025-10-01,2730,683,69588
2075,173,2025-11-01,2903,684,69760
2076,173,2025-12-01,3076,685,69932
2077,174,2025-01-01,1174,675,68257
2078,174,2025-02-01,1348,676,68430
2079,174,2025-03-01,1522,677,68603
2080,174,2025-04-01,1696,678,68776
2081,174,2025-05-01,1870,679,68949
2082,174,2025-06-01,2044,680,69122
2083,174,2025-07-01,2218,681,69295
2084,174,2025-08-01,2392,682,69468
2085,174,2025-09-01,2566,683,69641
2086,174,2025-10-01,2740,684,69814
2087,174,2025-11-01,2914,685,69987
2088,174,2025-12-01,3088,686,70160
2089,175,2025-01-01,1175,676,68474
2090,175,2025-02-01,1350,677,68648
2091,175,2025-03-01,1525,678,68822
2092,175,2025-04-01,1700,679,68996
2093,175,2025-05-01,1875,680,69170
2094,175,2025-06-01,2050,681,69344
2095,175,2025-07-01,2225,682,69518
2096,175,2025-08-01,2400,683,69692
2097,175,2025-09-01,2575,684,69866
2098,175,2025-10-01,2750,685,70040
2099,175,2025-11-01,2925,686,70214
2100,175,2025-12-01,3100,687,70388
2101,176,2025-01-01,1176,677,68691
2102,176,2025-02-01,1352,678,68866
2103,176,2025-03-01,1528,679,69041
2104,176,2025-04-01,1704,680,69216
